"","X","day","arm","reward","user1","user2","user3","user4","user5"
"126",1431159,1,9,0,0.019338,0.010827,0.058626,0.909187,0.002023
"127",1911030,1,1,0,0.087215,0.101191,0.013308,0.797353,0.000933
"128",81080,1,5,0,0.117219,0.10974,0.024748,0.747668,0.000625
"129",1445016,1,3,0,0.017355,0.725748,0.000196,0.256667,3.4e-05
"130",984094,1,1,0,0.010591,2.8e-05,0.014693,0.009099,0.96559
"131",1606927,1,4,0,0.089245,0.008647,0.032366,0.842061,0.02768
"132",1432337,1,1,1,0.067502,0.090157,0.018417,0.82307,0.000853
"133",982767,1,2,0,0.205478,0.002203,0.746075,0.046229,1.5e-05
"134",1684316,1,9,0,0.008369,0.006594,0.020887,0.964114,3.6e-05
"135",1079020,1,7,0,4e-06,0,0,2e-06,0.999994
"136",564485,1,9,0,0.445372,0.440475,0.007241,0.105044,0.001868
"137",1222183,1,2,0,0.108841,0.06541,0.031678,0.793471,6e-04
"138",1369527,1,2,0,0.006813,1.9e-05,0.935365,0.057771,3.2e-05
"139",1871232,1,2,0,0.486593,0.038726,0.133998,0.339416,0.001266
"140",1357744,1,1,0,0.021423,2.9e-05,0.971345,0.007187,1.5e-05
"141",1541992,1,9,0,0.058387,0.461749,0.008371,0.471391,0.000102
"142",474196,1,7,0,0.700235,0.026928,0.211575,0.056902,0.00436
"143",757003,1,6,0,0.007255,0.001246,0.062977,0.927812,0.000711
"144",479703,1,3,0,0.009482,5.4e-05,0.973145,0.017314,5e-06
"145",151587,1,2,0,0.000228,0,0.999275,0.000497,0
"146",44738,1,7,0,0.01321,0.019661,0.003749,0.962956,0.000424
"147",492889,1,5,0,0.416552,0.032182,0.045483,0.496602,0.009181
"148",1698340,1,1,0,0.012544,3.9e-05,0.91901,0.068066,0.000341
"149",1249996,1,2,0,0.111474,0.792862,0.000786,0.094853,2.6e-05
"150",1371663,1,6,0,0.137033,0.044764,0.105657,0.711736,0.00081
"151",1792257,1,1,0,0.132622,0.841092,0.000395,0.024521,0.00137
"152",41549,1,6,0,0.03659,0.084708,0.008547,0.869893,0.000263
"153",1377560,1,2,0,0.277168,0.004029,0.646795,0.071932,7.6e-05
"154",1756733,1,1,0,0.310011,0.001429,0.654922,0.032144,0.001493
"155",380590,1,1,0,0.194928,0.058463,0.126314,0.619442,0.000852
"156",477814,1,6,0,0.388611,0.014178,0.176121,0.418362,0.002728
"157",1909155,1,2,0,0.075854,0.785797,0.000625,0.137353,0.000371
"158",1362949,1,6,0,0.47778,0.007076,0.175289,0.025252,0.314604
"159",1236115,1,9,0,0.523023,0.061691,0.105531,0.30275,0.007004
"160",1551497,1,8,0,0.244109,0.299571,0.020649,0.43559,8.1e-05
"161",634717,1,10,0,0.040015,0.053973,0.009268,0.895679,0.001065
"162",1854191,1,2,0,0.83779,0.041486,0.051699,0.067925,0.0011
"163",291995,1,7,0,0.265849,0.011888,0.343201,0.378438,0.000625
"164",310524,1,6,0,0.028912,2e-05,0.969883,0.001183,2e-06
"165",1819788,1,1,0,0.254606,0.375437,0.028067,0.341877,1.3e-05
"166",1501630,1,1,0,0.104314,0.024465,0.096424,0.771629,0.003168
"167",817442,1,10,0,0.003339,0.003065,0.008088,0.985212,0.000296
"168",148507,1,1,0,0.683754,0.095759,0.032122,0.18422,0.004145
"169",1066446,1,4,0,0.001943,1e-04,0.000186,0.000812,0.996959
"170",95628,1,1,0,0.420152,0.002517,0.479199,0.095868,0.002264
"171",1776858,1,7,0,0.030334,0.000518,0.793321,0.175543,0.000284
"172",537123,1,1,0,0.029788,7.6e-05,0.909591,0.060488,5.7e-05
"173",594284,1,4,0,0.241585,0.737235,0.000949,0.019926,0.000305
"174",438976,1,10,0,0.100396,0.031385,0.064443,0.803448,0.000328
"175",1109593,1,8,0,0.576683,0.065731,0.053442,0.292128,0.012016
"176",263949,1,9,1,0.004472,6.2e-05,0.863923,0.131509,3.4e-05
"177",1377182,1,5,0,0.821564,0.046502,0.09974,0.030487,0.001707
"178",1071710,1,2,0,0.285047,0.055739,0.251082,0.407613,0.00052
"179",853709,1,2,0,0.073815,0.75552,0.000464,0.17014,6.2e-05
"180",814904,1,6,0,0.218965,0.253767,0.014215,0.50942,0.003633
"181",344168,1,10,0,0.490333,0.066144,0.109795,0.323281,0.010447
"182",209316,1,7,0,0.111156,0.000627,0.695638,0.175344,0.017234
"183",1149937,1,1,0,0.002959,2e-06,0.988445,0.008592,2e-06
"184",135078,1,4,0,0.022501,0.001004,0.441434,0.534863,0.000198
"185",1094211,1,7,0,0.047142,0.940104,0.000124,0.012628,2e-06
"186",1180988,1,5,0,0.011296,0.00992,0.017213,0.961397,0.000175
"187",1671671,1,7,1,0.367989,0.136397,0.028276,0.292314,0.175023
"188",1197504,1,7,0,0.001389,1e-06,0.995634,0.002976,1e-06
"189",941280,1,1,0,0.016213,0.033929,0.022281,0.927559,1.8e-05
"190",1548234,1,4,0,0.175775,0.651928,0.0027,0.167271,0.002325
"191",380549,1,7,0,0.847745,0.049983,0.071654,0.029608,0.001009
"192",1995820,1,5,0,0.00102,0.000244,0.018049,0.975444,0.005242
"193",943996,1,6,0,0.462106,0.059636,0.084184,0.196691,0.197383
"194",458275,1,1,0,0.262472,0.096238,0.077887,0.563049,0.000353
"195",66425,1,10,0,0.582916,0.050142,0.106112,0.259907,0.000923
"196",1669055,1,10,0,0.000527,0.000229,1.1e-05,0.001511,0.997722
"197",1731184,1,10,0,0.199596,0.023507,0.371324,0.404449,0.001123
"198",1772518,1,10,0,0.016466,8e-06,0.952323,0.027942,0.003261
"199",1921115,1,1,0,0.391905,0.004785,0.485624,0.11508,0.002606
"200",1214159,1,2,0,0.881126,0.071776,0.010095,0.026632,0.010371
"201",658981,1,10,0,0.071991,0.357152,0.003388,0.56739,8e-05
"202",690406,1,10,0,0.024949,0.000429,0.039688,0.035544,0.89939
"203",1903587,1,6,0,0.000327,0,0.998963,0.000709,1e-06
"204",1603638,1,9,1,0.664068,0.073064,0.041332,0.212738,0.008798
"205",51844,1,10,0,0.03165,0.752919,0.001378,0.214032,2.1e-05
"206",907212,1,10,0,0.142257,0.054275,0.090451,0.710268,0.002749
"207",633974,1,7,0,0.267816,0.165432,0.018685,0.546196,0.001871
"208",1297640,1,1,0,0.015213,0.005493,0.092635,0.886617,4.1e-05
"209",410064,1,1,0,0.077729,0.002604,0.615992,0.303087,0.000588
"210",767656,1,8,0,0.388663,0.004787,0.488637,0.117358,0.000555
"211",321798,1,1,0,0.003575,0.000126,7e-04,0.002781,0.992818
"212",1840153,1,1,0,0.749463,0.015686,0.111073,0.115784,0.007994
"213",1538266,1,2,0,0.277826,0.079104,0.076992,0.565684,0.000393
"214",1096490,1,4,0,0.876042,0.062397,0.017926,0.040504,0.003131
"215",1925466,1,1,1,0.010281,6e-05,0.890978,0.098665,1.7e-05
"216",1597968,1,1,0,0.55829,0.400027,0.008804,0.03282,5.9e-05
"217",1966526,1,1,0,0.013418,0.000337,0.001765,0.009165,0.975315
"218",1191480,1,7,0,0.169257,0.010409,0.169801,0.6498,0.000733
"219",1551179,1,1,0,0.625897,0.07733,0.044577,0.250419,0.001776
"220",1829808,1,5,0,0.781368,0.012161,0.113938,0.08532,0.007213
"221",259949,1,2,0,0.847162,0.021102,0.082783,0.046773,0.00218
"222",897697,1,1,0,0.156433,0.012327,0.212646,0.617821,0.000774
"223",397071,1,7,0,0.10491,0.001613,0.756153,0.137082,0.000241
"224",85667,1,9,0,0.004874,0.000261,0.00534,0.021092,0.968433
"225",690294,1,3,0,0.007521,1.8e-05,0.077003,0.01438,0.901078
"226",1111769,1,10,0,0.11864,0.000693,0.534092,0.081572,0.265004
"227",1555782,1,7,0,0.105885,0.324242,0.003694,0.566055,0.000124
"228",270420,1,4,0,0.664068,0.073064,0.041332,0.212738,0.008798
"229",956813,1,5,0,0.022107,6.7e-05,0.671502,0.305114,0.001211
"230",308485,1,1,0,0.197302,0.013175,0.226839,0.562212,0.000472
"231",1473882,1,2,0,0.618809,0.078446,0.056587,0.240436,0.005722
"232",1741744,1,7,0,0.685789,0.010559,0.193979,0.096916,0.012757
"233",1326659,1,8,0,0.045055,6.9e-05,0.928452,0.02619,0.000233
"234",786467,1,6,0,0.044108,0.000727,0.093884,0.193486,0.667796
"235",1440260,1,6,1,0.525706,0.101424,0.044485,0.325624,0.002761
"236",1697838,1,1,0,0.626991,0.144619,0.023575,0.197931,0.006883
"237",940036,1,6,0,0.630068,0.147166,0.033855,0.188488,0.000423
"238",1799349,1,1,0,0.104219,0.512466,0.002709,0.380337,0.000269
"239",788889,1,1,0,0.32978,0.548981,0.005666,0.115141,0.000432
"240",340793,1,2,0,0.001847,0.000183,0.000165,0.000486,0.997319
"241",495815,1,10,0,0.539403,0.132067,0.050001,0.267619,0.010911
"242",1860902,1,3,0,0.005688,0.000258,0.125534,0.868123,0.000398
"243",1143002,1,6,0,0.041081,0.000611,0.562006,0.39536,0.000943
"244",97335,1,1,0,0.51137,0.096118,0.079608,0.310065,0.002839
"245",347210,1,4,0,0.003016,1e-06,0.991438,0.005534,1.2e-05
"246",1325007,1,10,0,0.018426,0.026611,0.006086,0.94763,0.001247
"247",1448225,1,7,0,0.091476,4.7e-05,0.713716,0.013892,0.18087
"248",317923,1,1,0,0.790065,0.023034,0.075211,0.087845,0.023845
"249",1368371,1,5,0,0.755395,0.082394,0.07334,0.088844,2.7e-05
"250",438180,1,6,0,0.072032,0.001205,0.664978,0.261581,0.000204
"251",98741,1,5,0,0.16311,0.012398,0.253385,0.570449,0.000658
"252",1428683,1,3,0,0.523023,0.061691,0.105531,0.30275,0.007004
"253",1328334,1,1,0,0.011294,0.562969,0.00031,0.42541,1.7e-05
"254",932927,1,9,0,0.160493,0.001751,0.636373,0.199814,0.001569
"255",1428225,1,5,0,0.007116,0.00041,0.001595,0.009283,0.981597
"256",1475602,1,2,0,0.231741,0.577886,0.002846,0.183702,0.003826
"257",1021624,1,1,0,0.521556,0.013597,0.374623,0.08994,0.000284
"258",448996,1,5,0,0.712116,0.022085,0.09052,0.167707,0.007572
"259",990044,1,8,0,0.523023,0.061691,0.105531,0.30275,0.007004
"260",569444,1,1,0,0.553029,0.045877,0.094129,0.291508,0.015457
"261",1468783,1,10,0,0.071023,0.02962,0.000298,0.008502,0.890556
"262",129842,1,1,0,0.229959,0.037415,0.103585,0.625384,0.003656
"263",1880517,1,2,0,0.802002,0.008667,0.115757,0.071035,0.002538
"264",496726,1,5,0,0.000301,1e-06,0.000259,3e-05,0.99941
"265",1376049,1,2,0,0.002192,0,0.984218,0.013501,9e-05
"266",1157785,1,10,0,4.4e-05,0,0.000734,0.000939,0.998282
"267",1224079,1,5,0,0.007116,0.00041,0.001595,0.009283,0.981597
"268",636738,1,10,0,0.34566,0.055394,0.103817,0.49432,0.000809
"269",954238,1,7,1,0.198379,0.015958,0.115969,0.66946,0.000234
"270",1544942,1,10,0,0.509895,0.397409,0.006009,0.085952,0.000735
"271",1222781,1,1,0,0.005675,0.993107,1e-06,0.001218,0
"272",749882,1,1,0,0.380626,0.217295,0.019227,0.382012,0.000839
"273",474192,1,2,0,0.187852,0.001065,0.769218,0.041776,8.9e-05
"274",11075,1,8,0,0.553029,0.045877,0.094129,0.291508,0.015457
"275",569050,1,1,0,0.282691,0.002959,0.581791,0.12963,0.002929
"276",134701,1,5,0,0.163051,0.003569,0.524892,0.308145,0.000343
"277",43593,1,8,0,0.115727,0.026177,0.0389,0.817481,0.001715
"278",502808,1,1,0,0.27332,0.53068,0.022018,0.17397,1.3e-05
"279",1803099,1,3,0,0.187495,0.648087,0.001543,0.161803,0.001072
"280",144295,1,1,0,0.328086,0.135115,0.053798,0.482202,0.000798
"281",316432,1,5,0,0.21449,0.059887,0.045292,0.679439,0.000892
"282",1770918,1,4,0,0.108029,0.000343,0.608156,0.090469,0.193004
"283",988703,1,1,0,0.618809,0.078446,0.056587,0.240436,0.005722
"284",1156499,1,1,1,0.049113,0.000278,0.771973,0.176422,0.002214
"285",1094302,1,1,0,0.427554,0.003696,0.479267,0.087345,0.002138
"286",1606658,1,4,0,0.373893,0.004728,0.488347,0.12417,0.008862
"287",1300625,1,1,1,0.056428,0.000531,0.587574,0.354014,0.001453
"288",1814180,1,6,0,0.124051,0.000898,0.727308,0.145893,0.001851
"289",122358,1,7,0,0.231278,0.299081,0.037524,0.431667,0.00045
"290",313932,1,3,0,0.000125,0,0.994054,0.00582,1e-06
"291",1714691,1,3,0,0.365996,0.021596,0.131433,0.44236,0.038614
"292",1545404,1,10,0,0.000194,3e-05,4.2e-05,0.000784,0.998951
"293",1356502,1,6,0,0.030143,0.016521,0.072342,0.880971,2.3e-05
"294",1623344,1,10,0,0.009612,3.1e-05,0.859785,0.130514,5.8e-05
"295",1186993,1,3,0,0.10805,0.005183,0.17755,0.708326,0.000891
"296",573940,1,10,0,0.081927,0.016545,0.06127,0.840003,0.000255
"297",1864058,1,5,0,0.291802,0.00313,0.624221,0.078094,0.002753
"298",893359,1,3,0,0.002401,5.7e-05,0.002584,0.004497,0.990461
"299",1831845,1,9,0,0.057274,0.013363,0.059599,0.866082,0.003682
"300",1628396,1,3,0,0.12105,0.007723,0.428876,0.440573,0.001778
"301",332339,1,8,0,0.000728,1.6e-05,0.000116,0.000178,0.998963
"302",1627562,1,8,0,0.392378,0.318728,0.012871,0.275649,0.000375
"303",20606,1,6,0,0.546298,0.094767,0.053614,0.301864,0.003457
"304",268431,1,8,0,0.004907,1e-05,0.986872,0.008207,4e-06
"305",643257,1,6,0,0.151693,0.801203,0.000549,0.04565,0.000905
"306",1840146,1,9,0,0.171656,0.028608,0.008631,0.062371,0.728733
"307",1317664,1,1,0,0.743701,0.066476,0.034817,0.15161,0.003396
"308",59835,1,1,0,0.485252,0.055665,0.057524,0.400323,0.001236
"309",1101834,1,10,0,0.001444,0,0.99718,0.001374,2e-06
"310",1204228,1,1,0,0.51137,0.096118,0.079608,0.310065,0.002839
"311",984402,1,1,0,0.117558,0.60553,0.002293,0.270869,0.00375
"312",750078,1,8,0,9.8e-05,1e-06,4.1e-05,4e-05,0.99982
"313",286216,1,6,0,0.023511,0.385314,0.005407,0.585754,1.4e-05
"314",1874593,1,1,0,0.145289,0.721701,0.001008,0.131388,0.000613
"315",1786410,1,8,1,0.081653,0.000961,0.857519,0.059727,0.000139
"316",255515,1,6,0,0.000309,0,0.99353,0.006161,0
"317",332158,1,8,0,0.328628,0.027654,0.164244,0.476842,0.002632
"318",120363,1,7,0,0.293726,0.046828,0.089325,0.569849,0.000272
"319",714923,1,1,0,0.605156,0.077316,0.029215,0.270011,0.018302
"320",1154464,1,8,0,0.280669,0.047646,0.096018,0.571974,0.003692
"321",1841894,1,1,0,0.007302,0.928329,1.6e-05,0.064342,1e-05
"322",787651,1,5,0,0.006447,0.00015,0.500471,0.492894,3.8e-05
"323",594125,1,10,1,0.063303,0.19841,0.026286,0.711849,0.000152
"324",1840588,1,1,0,0.000315,1e-06,0.000453,0.000124,0.999108
"325",1601738,1,8,0,0.739046,0.068732,0.055614,0.135232,0.001375
"326",717377,1,3,0,0.538953,0.100827,0.056202,0.301337,0.00268
"327",1118738,1,2,0,0.013402,0.000612,0.00061,0.001649,0.983728
"328",1505018,1,5,0,0.082333,0.093682,0.016215,0.807245,0.000526
"329",712205,1,10,0,0.023201,0.001738,0.54822,0.426756,8.6e-05
"330",1744098,1,10,0,0.718028,0.015674,0.117651,0.147076,0.001572
"331",1585125,1,7,0,0.099707,0.683922,0.002211,0.213373,0.000788
"332",1423852,1,8,0,0.512977,0.014179,0.225941,0.225456,0.021448
"333",1818687,1,10,0,4e-05,0,1.7e-05,2e-06,0.999941
"334",1116066,1,5,0,0.056997,0.017439,0.055053,0.867762,0.002749
"335",592758,1,8,0,0.422989,0.000376,0.559125,0.011233,0.006277
"336",949122,1,1,0,0.403841,0.002108,0.480894,0.112607,0.00055
"337",1929599,1,1,0,0.064386,0.195101,0.000125,0.010539,0.729849
"338",556124,1,10,0,0.002054,1.6e-05,0.613851,0.383949,0.000129
"339",1522752,1,4,0,0.012029,0.000107,0.957875,0.029986,2e-06
"340",905586,1,8,0,0.225673,0.279531,0.031768,0.462802,0.000226
"341",1545754,1,3,0,0.005309,1e-05,0.924571,0.0701,1e-05
"342",1932570,1,7,0,0.083731,0.001659,0.586488,0.327929,0.000193
"343",1504954,1,7,0,0.602001,0.09217,0.040497,0.254546,0.010785
"344",726008,1,10,0,0.775663,0.171041,0.006749,0.044941,0.001606
"345",1325182,1,6,0,0.001261,0,0.991181,0.007536,2.2e-05
"346",1437328,1,3,0,0.618809,0.078446,0.056587,0.240436,0.005722
"347",806046,1,7,0,0.697251,0.026367,0.088457,0.185216,0.00271
"348",1861129,1,10,0,0.348606,0.580129,0.004468,0.066373,0.000424
"349",963648,1,7,0,0.292531,0.016393,0.397399,0.293539,0.000138
"350",732106,1,7,0,0.478156,0.010399,0.435994,0.075097,0.000354
"351",1064162,1,6,0,0.084909,0.000357,0.614449,0.293811,0.006475
"352",583864,1,7,0,0.358377,0.180019,0.048486,0.412589,0.000529
"353",647091,1,6,0,0.007502,3.8e-05,0.789111,0.203291,5.8e-05
"354",240596,1,2,0,0.807587,0.016821,0.157487,0.017823,0.000282
"355",355482,1,10,0,0.631593,0.024361,0.117243,0.218566,0.008238
"356",1252162,1,9,0,0.324971,0.001352,0.627011,0.046588,7.8e-05
"357",133065,1,9,1,0.046144,0.012419,0.106547,0.834728,0.000161
"358",1406882,1,8,0,0.555838,0.146424,0.034572,0.261376,0.00179
"359",1558998,1,7,0,0.04934,0.000389,0.880189,0.069946,0.000137
"360",49475,1,1,0,0.032256,0.656236,0.000353,0.31115,5e-06
"361",679625,1,7,0,0.077231,0.012881,0.116784,0.792761,0.000343
"362",1799969,1,5,0,0.018549,0.323146,7.6e-05,0.035539,0.62269
"363",1472324,1,4,0,0.875293,0.064109,0.011875,0.015966,0.032756
"364",1005245,1,1,0,0.576683,0.065731,0.053442,0.292128,0.012016
"365",921987,1,3,0,0.238593,0.002899,0.503907,0.249993,0.004607
"366",1814977,1,1,0,0.038328,0.000969,0.004497,0.014189,0.942017
"367",1051726,1,9,0,0.295176,0.341233,0.007418,0.354982,0.00119
"368",1731974,1,1,0,0.179742,0.002364,0.728252,0.089545,9.7e-05
"369",1040035,1,8,0,0.240528,0.000341,0.707848,0.050314,0.000968
